,Test score (Accuracy),Train score (Accuracy),Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Choise of loss function,Choise of optimizer,Embedding dimension
0,0.8332155346870422,0.8617053627967834,1140721,7,"GRU, Dropout",5,binary_crossentropy,adam,64
